,True Ad Prices,Predicted Ad Prices
18696,6499000,7718963.753526587
6984,1450000,751326.048807189
12273,1449999,1308558.2286954683
14515,2280000,1818960.5952690146
18030,1599999,1959152.3483651024
4319,460000,584779.148167915
9835,11990000,12439466.306657337
13664,2799000,2730361.4983133776
26326,1250000,1412434.649102132
310,2970000,2114339.585117427
13716,1549000,1304806.9347488633
20960,2280000,1867121.8102475454
249,11990000,12702355.302552434
5120,8490000,9212953.004169436
19815,2149000,2232208.070002509
25903,1498000,1533357.696744409
27725,60000,315656.08288595773
2843,8650000,9843110.985993845
9932,9290000,9224919.48419082
17453,8900000,8670387.668087337
858,2680000,3431215.1778390016
8366,11990000,11057294.583316507
7900,12990000,11545372.953024812
25731,2299000,2331605.5031011277
9176,6950000,8942825.616236676
27432,5690000,6763035.293606871
24759,1999000,1344622.7618710625
9615,1250000,1685785.7395591633
24956,2950000,5040940.798726488
6258,2749000,2190334.315393651
5681,1540000,1869451.5324532555
21159,2699000,3117993.056297627
19236,79999,334472.3140746446
12919,549000,320289.670479021
11510,8972500,9608192.2193397
10576,1945000,2040579.5479461306
354,1560000,1696639.0175885032
11749,2298000,2098317.369153398
16909,11599000,10088361.646127947
6397,2798000,2385719.910970619
17053,8790000,8570891.04471481
1020,1590000,1612662.7523793415
4957,199000,584779.148167915
12617,2750000,2277071.4764060024
8155,10700000,9757656.539731536
8415,1480000,1543744.915915055
20717,1899000,2012518.790447403
19294,1435000,1527094.0707957863
2599,6630000,7202692.986640071
24239,799000,1171598.4779591276
4945,1549000,2169690.992490971
15993,1590000,1746808.596408185
16023,2098000,2105550.2199600223
14828,1440000,1460521.2811516346
14158,2099999,1678694.9794500426
4991,8254000,10540152.190530809
24769,599000,550527.2474840459
16674,1295000,1144819.2999460385
3525,180000,315656.08288595773
15628,7999000,8817281.997806843
12599,2849000,2850281.321536295
17187,2290000,1996294.990233786
16136,199000,318513.424604368
3511,180000,412261.2111845071
4833,1550000,1772277.1442174853
18561,2050000,1829628.1149121863
5870,99000,315656.08288595773
20230,9699000,9413762.772525031
11520,2299000,1602222.510075864
20680,3390000,3438816.7493975093
16436,2590000,2660816.693211989
7884,1690000,1393237.4281356528
26419,2490000,2567443.8277460695
15240,950000,1334232.9848910714
8529,11784745,9965194.496658627
26255,545000,441031.6330072368
5820,1999000,1461278.9154166596
12737,550000,426217.8272108141
19274,1490000,1213110.1663818958
27881,2100000,4849923.181294673
6848,8490000,9558493.1873746
11698,159000,353881.1347551724
24454,2590000,2168508.265128596
27643,1985000,2023017.8426850776
17389,1499000,1661306.6443921025
15228,139000,315656.08288595773
5593,5150000,5231700.450145319
12988,155000,315656.08288595773
10872,4990000,4765425.528791392
14982,1999000,2119074.4881235166
8477,2097000,2216258.5336936563
18253,375000,259093.83413852617
8794,4999000,4884648.501609982
1724,2499999,1915860.2940010426
25934,2899999,2630754.141146692
18695,3899000,3773162.474382358
26430,8890000,9404287.10082027
13682,1450000,1332694.4520055326
2141,8990000,8985054.051804302
16343,5330750,6716735.669782964
17965,548000,603090.7008459365
6162,980000,462358.76167848863
1846,539000,1117304.8179467127
1517,590000,427308.80429979693
18597,90000,315656.08288595773
17956,5390000,5189372.673124579
14881,599000,1927318.1665164297
1317,585000,457993.6518889287
1305,2499000,2531589.8341228846
10506,500000,1005276.022461573
1879,16777000,13788721.170090111
5082,5090000,6474257.82179089
23126,1290000,791966.281363104
5737,1490000,1291959.6753640973
18848,7990000,8540085.877507813
27669,529000,1142620.1191500574
24150,2000000,2290363.633143175
24871,1450000,1139504.0008323337
14164,599999,541783.3522835013
11147,9900000,10626326.426406447
20414,589000,353881.1347551724
23775,580000,426217.8272108141
160,11500000,11275724.569076438
11680,2990000,2311224.4351508184
27363,180000,315656.08288595773
17905,180000,442358.46799185866
8825,2900000,2640545.0775241856
4253,50000,315656.08288595773
9194,1929000,2060792.4687626178
17217,220000,315656.08288595773
21148,2222222,2689503.977970236
10903,1300000,1544287.2080352816
21867,180000,1161144.419277978
27284,5000000,3292898.6789957867
25761,2499000,2495317.669059413
19209,1990000,1773124.748582992
15614,1990000,2062507.5871049787
14385,1599000,1421317.1173439478
23733,950000,1138757.8283207535
16985,959000,1341275.1820994301
10130,1999999,1935093.6163634318
20499,6499000,6899138.904066289
21745,1789000,1700340.1525316483
6059,1697000,1393735.1890352862
7492,4999000,4544054.231297287
23475,2190000,1969495.7498822636
5884,1999000,1848153.0280047446
8157,2299000,2407090.7040049345
10937,1599000,675702.6156860641
13160,6499999,8304542.063859774
15335,150000,578365.6400206498
26779,2100000,2392429.4157658494
19252,399000,353881.1347551724
2326,529000,444655.7288519061
692,99000,315656.08288595773
21252,650000,604989.9988347691
18227,2499999,2525954.083580067
10038,8500000,9306744.702942388
12756,1399990,1412098.702171065
20184,2599000,2405795.398374038
15841,5199000,4648185.761800827
22689,9984000,10000665.395956546
5600,1948000,1904551.1628168845
9589,9490000,9082206.212254308
9222,11550000,9652631.431514392
18395,1100000,602141.9996059859
4017,1950000,2127853.1232755044
25058,1490000,1799381.1574851756
20818,1449000,1688919.2619528484
5910,15850000,14569355.957977545
21273,2650000,2953522.6447414467
20703,2190000,1934240.1765493033
24301,1529000,1566723.2130327828
24604,1250000,603184.6300906608
27148,581000,1202281.3730879729
128,2200000,2594941.3182855607
22784,2849000,4037851.7614609906
21363,1180000,1094624.5515675978
24397,11499000,9384775.121353528
735,1590000,2038144.2259192707
1216,1450000,1886012.054868375
1778,12390000,9610812.662335241
21871,120000,315656.08288595773
22816,2769000,2251078.15947263
17878,1290000,1380615.046105049
19417,199999,2128788.7803170914
12224,1945000,1861215.9574044938
6902,1999000,2315828.0802992433
20017,2399000,1296481.5700944662
14179,2149000,2144786.7121782373
6151,2799000,3006095.656637065
26383,399000,1251866.839470443
24471,299000,736554.5563328959
3758,800000,1145586.5780541538
16148,569000,633206.7120097795
6731,150000,584779.148167915
10509,1999999,1547053.1193573368
4902,2555000,2703469.3318131845
16581,599000,443035.0229430634
24549,870000,1789681.9834095153
5862,99000,674949.4570167041
25269,800000,661501.9780203921
16007,1389000,1305233.9360228528
5255,6900320,6920610.121695999
23410,8844000,8855481.298414705
9040,1449000,1655248.4493319103
18686,1390000,1816338.3700744074
27861,50000,736426.7655999576
26181,550000,631617.2606169282
26403,2595000,2510979.9404139295
15872,2590000,2386322.476915472
1071,8890000,8457832.047006762
11979,11990000,10366996.861495653
20841,9650000,10917082.76432087
27901,599000,433157.7417134701
24229,1599000,1776844.9423905474
2452,4040000,3964158.2272353787
13087,6750000,8729292.112239318
2795,10600000,10179034.13683984
17987,9950000,9309305.409747716
13521,1100000,1137196.0408008934
20165,980000,938864.1499190184
13381,249000,315656.08288595773
18712,6600000,6575020.029954634
21552,529000,416066.5899658359
27941,2250000,2431084.890887116
20027,2290000,2560725.767921103
3157,2549000,2397961.4806072516
19235,590000,415143.9633780628
25287,1399900,1304821.5819837486
10062,350000,376753.38048462215
1906,10990000,9818094.881143136
3581,2270000,1808315.9846742586
4576,9490000,8901774.242962137
6358,350000,353881.1347551724
21434,5990000,4754606.777114984
19142,1560000,1421461.0573700254
1947,5149000,6589844.737607189
2956,220000,357211.18054690986
6287,2500000,1943831.3271987773
1144,199999,343962.4161918133
23871,1600000,1601242.0900538913
1169,1950000,1682654.7022023362
25909,1990000,1910110.9325417888
22078,1250000,1070995.8467905542
7387,150000,5913549.006861466
4254,155000,315656.08288595773
3333,1479000,1990225.33893742
21332,2199999,1157996.3051590212
24127,2249000,1911403.5234464232
2497,9876000,9464209.297302475
13601,1698000,1471587.8271530352
7449,2000000,1645036.484265019
4597,1590000,1735812.7137355604
18439,1290000,1080095.0520073494
1614,1520000,1730948.7580923352
21712,2799000,2505823.4704400557
1610,1690000,1729922.3978556257
3907,799000,1318661.5893802994
15650,5499000,5364052.386002365
23893,27400000,25429014.062942762
22571,1599000,1550004.3178617798
15428,5190000,4047691.899578193
5467,690000,1138819.980981495
6453,9390000,9535139.45722678
10159,1899000,2256686.69907944
11733,10490000,10010952.503335841
2392,1290000,1421046.4840942887
17442,145000,333107.38097027683
1038,1990000,1834152.0683760324
26424,4150000,2714961.764188757
20991,1330000,1476997.9151712356
27494,4999000,4964211.522403298
5236,1590000,1205243.0068105757
8619,2590000,2042629.0419623863
26165,4155000,2994914.5972425174
19420,115000,313599.2882084141
402,1490000,1460099.8209765912
21818,2250000,2105479.374092292
10731,1279000,1633408.248815298
6036,149000,590599.5151349456
21655,589000,506703.52799826243
26361,9590000,8548439.518936956
21126,370000,946024.0872891891
15926,2490000,2389251.013692789
6802,2999000,2892156.4378395844
1569,5190000,3085552.0422242605
5534,2590000,2568623.1842220933
7048,2790000,2622212.5806565215
6950,1599000,1700331.346042884
8786,1599000,1824245.8512273952
26148,2990000,3256014.979622604
4414,11986000,9745724.21348464
20990,2749000,2581476.5085186493
4921,2550000,2074038.4842866051
15453,2499000,2154227.7186174425
20751,6599000,6808082.161244734
5488,9050000,8655133.225413341
26490,535000,584779.148167915
18237,799000,995546.3643663401
20360,1599999,1800081.6320401842
8496,380000,351202.1141922063
13567,220000,628769.1169647357
2416,1999999,2219559.9256967036
8547,199000,443035.0229430634
25329,949999,1237021.6262242652
2223,1999000,1842053.1514084372
25352,390000,315656.08288595773
24288,11699000,9352623.675444601
26693,5049999,4960821.982729416
23400,11499000,12156598.188999249
24385,2099000,2410050.2824314847
22791,2249900,1994523.8149077503
25343,2290000,2671269.0249083117
32,2199998,4516780.230715924
7657,10990000,11237496.090106634
18061,2290000,2453857.8898860915
28160,1995000,3816065.0448897732
22335,1999000,1718095.21618718
18762,549000,605121.7801521639
27298,69000,585077.9692742544
12683,1298000,1128544.9953528915
11582,5289000,3498531.2991812597
28227,1999000,2332962.9263529507
3134,599000,675743.3630958118
568,1690000,1738670.9573001505
16256,1599999,1376636.2004364175
26119,199999,331905.46786557906
15854,2099999,1755680.286790424
14380,1990000,2140467.6146003786
19487,50000,341287.5462876757
19321,100000,357211.18054690986
1548,4999000,5121394.255299204
14617,1898999,2056385.343014888
4791,2500000,2417635.650691683
25928,550000,568394.1123275752
23581,1295000,1789107.0460397876
102,130000,219466.77680790177
4359,7990000,9502525.209783046
15805,5079000,5228947.201778209
28149,1899000,2716822.211347147
15570,2489000,2543466.007500196
12017,1690000,1956754.8663281896
4588,100000,315656.08288595773
6859,530000,1360414.1267011117
13647,2202222,2311382.992600007
26164,1990000,2123060.204228095
13196,6965000,5062407.885703619
3848,1449000,1850733.9070393185
16894,1599000,2415409.1652868018
1021,6590000,5782614.2986952765
811,3390000,2367180.216603
21752,130000,713910.119671639
27989,4999000,3092225.300427911
22810,2590000,3061564.491674736
8215,8682500,8505476.787601888
7645,1490000,2199240.368454225
23611,2790000,2517136.3331702496
22064,385000,416066.5899658359
12005,1580000,1777198.5364618774
5253,530000,598630.5796980634
1597,2190000,1743633.0262427204
13629,9155000,8731305.943022104
21905,200000,401018.99685054616
19467,2199000,2278342.373657194
21982,2049000,1531228.270360673
15952,1899999,1784512.4129734125
16967,5344000,5242202.574792341
14894,0,609447.6493781129
21989,85000,568692.9334339147
23962,2800000,4883517.071659485
9051,2290000,2146237.612284091
27007,6399000,5362518.599949048
9884,2000000,2699481.306798388
2347,2590000,2517209.8320459276
2064,1298000,1961247.6419838637
656,2286000,2459277.771564299
9905,2295000,2029074.105938436
21762,6790000,4966882.863757404
11012,2590000,2699870.2138277595
23635,2799000,2514775.73723
3883,8990000,8641521.513787866
13177,8990000,8807992.954389429
14072,4847000,4600608.347569256
16732,1698000,1414737.6297282246
12345,165000,315656.08288595773
9962,3999999,1930978.704436715
28082,2000000,1660148.4783935978
21578,8650000,9285385.125058567
27858,1989000,2172896.737726195
26873,7499000,8825445.03370708
23556,1999000,2568895.7025273223
9630,2099000,1293002.9674940316
14872,2990000,2781806.1719175447
10323,2999000,3540428.276389836
3396,9640000,11235114.676692283
8660,1590000,1609859.8819745667
9470,11490000,9173770.294839535
26102,2190000,2234851.6040324615
1270,7890000,8192149.133406158
27616,120000,1323089.7793635975
6822,1859000,1851821.3742926135
23736,95000,375148.9627214643
22718,2499000,2411413.1829961934
19077,899999,935846.693005266
4909,2799000,2222680.6703340258
14056,135000,1031402.3217465888
6724,85000,533914.2442740143
18752,1350000,2446440.599750215
14637,1430000,1764351.6034286635
1489,1599000,1802020.934293268
16693,395000,315656.08288595773
6955,89000,318600.4798090243
23302,2580000,2194549.3409753256
3048,160000,484338.0934502162
149,6900000,6342599.166124725
13096,950000,980568.2306885435
13072,1999999,2504674.330889198
498,1999000,2147146.884025439
15768,548000,741699.9418583408
10398,2190000,2435045.373219716
19955,1150000,1068758.0683412184
8369,11100000,10049759.04716085
10440,9490000,10924543.561081495
14095,2050000,1360266.153060005
5292,1499999,1943317.0050030826
20245,1100000,1141516.7298400116
17909,4490000,3605067.5512672006
8869,450000,578365.6400206498
6051,178000,595394.4849756431
3811,10990000,11923322.651378425
17332,9399000,10727942.415039884
9546,1950000,2113212.206019101
7797,11415000,10091238.347894823
12156,1950000,2245837.7250583605
20198,2220000,2097409.055797854
8636,1250000,1148355.583952706
16188,2490000,1403899.0963641095
3080,145000,315656.08288595773
19359,185000,446853.0536319655
17631,3490000,2723362.945484364
22235,1290000,1873621.308451601
3470,48000,201191.34122980846
27924,590000,943445.9918012663
